tweet_id,sentiment,content
1963086009,worry,wondering mother nature making life miserable
1963086250,neutral,love desserts used live live tx cant visit
1963086304,neutral,tired tweeter
1963086369,hate,screw guys prom pictures
1963086600,love,oh yes quite nice photoshop liep zojuist vast start painting risns glove
1963086947,worry,raised prices work means people tipping less yay
1963087560,sadness,want cry
1963087827,sadness,left sad waiting mom come home want papa johns dinner
1963088013,happiness,hanging school last day seniors
1963088018,worry,cuz feel way
1963088070,love,love getting gifts mail wonderful friends back home miss myrtle beach much little homesick today
1963088205,surprise,nana got moved funny old woman stories
1963088449,worry,sure hope might spend shopping money today
1963088515,worry,gosh watchin cosmetic surgery nightmares itv awful
1963088531,neutral,awh
1963088580,neutral,saw dark burgundy scion xb dark shade makes look like minivan shawdows lines curves lost
1963088607,empty,well jag took shit way home training hope alternator
1963089009,worry,lost please help find good home
1963089043,worry,prd take long time review
1963089308,worry,ooo good luck dundee tonight cant cos ton uni work
1963089620,worry,playing games leave work work til least pm tonight
1963090120,sadness,im soo boredim deffo missing music channels
1963090579,enthusiasm,apparently tv could fixed plus side refunded cost buy new one
1963090637,sadness,great ill check get work block sims work
1963090682,empty,know feel cassie cat went missing weeks ago still display pic miss much
1963091044,sadness,friday feels boring time fun today much mood either
1963091362,sadness,take class fall cool though im okay
1963091365,sadness,work missed shannon could barely contain amazingly good time
1963091425,sadness,sometimes wish hair back
1963092235,hate,stupid jobs idk
1963092483,happiness,nice natalie taught jameson quotwhyquot
1963092854,worry,omg poor jack happened dog one time hope gets better soon
1963093115,worry,much lmbo litterally stop b lose twitter buddies
1963093141,worry,researching ecologically friendly carrier bags cheap eco friendly
1963093175,sadness,pixies number gives energy rush playing festival close june work wont go
1963093214,worry,yea looking like may noshow havnt able get artsci obligations
1963093592,neutral,one million people dmv today
1963093839,worry,cucumbers mmm much ugh
1963094014,neutral,warmed nicely outside sucks stuck inside coding
1963094074,worry,heck kidding hes better camera thats sure lol likes video dropped vid cam
1963094826,love,noooo favorite coworker got new job hes marc jacobs shows fair dont want go
1963095233,neutral,way wait locker nd pass hall nd say anything
1963095345,worry,dont really feel like got tan gave working instead skin cancer overrated lt cj
1963101194,sadness,thats depressing
1963101565,sadness,want whole day hurry
1963101671,surprise,kinda turns buy dig deeper hole etc
1963101679,hate,new dress looks sort ofhorrible
1963101958,sadness,unfair wanna go
1963102052,relief,yeah ones care
1963102212,neutral,hes offagain wish would make frickin mind
1963102275,worry,whew finally done editing friendster account haha oh geez im hungry
1963102339,enthusiasm,cents u buy share gm stock probably cents tomorrow
1963102508,worry,walking past school went junior high torn
1963102529,worry,evr brngs starbux corieography
1963102729,neutral,hum bill bailey
1963103174,relief,pick tj last full day school half days left
1963103284,neutral,really almost time go back chico im excited time going miss home
1963103334,boredom,im stuck trytomergetwotools css hell help frameworks unless tools already used framework
1963103695,boredom,im looking forward getting past chapterso annoyin much wanna cant get
1963104866,sadness,gaming thingy mine finally died years rip
1963104923,love,pffffffffff triumph cuz u gone napping lmao
1963104940,relief,soo dont wanna work tmrw half day tho hopefully sun stay gonna go get showered tweet lrs
1963105121,worry,gettin fuel bad one reading
1963105122,worry,think sunstroke
1963105212,worry,babys adventure hours car lake ann mi admit cried little truck pulled
1963105475,hate,alone sick assignment someone
1963105511,love,work swollen face thank god kohls though im feelin fat flip flops break annnnd get hair done tonight
1963105619,sadness,day
1963105670,worry,saimee july underage festival august found others far away
1963105681,worry,damn burned legs x
1963106014,sadness,yea baby im gonna miss much
1963106091,sadness,crashing wi highmissing mayfield
1963106429,neutral,long day still mow lawn
1963106549,sadness,hate sick make soup
1963106589,worry,wishing brought usb fan work air_circulation
1963106621,neutral,heard seems overreaction
1963107151,worry,think tamera show anywaythe cw abc fam appreciating like
1963107385,neutral,think ff feline friday anyways want cat pictures maybe caturday though
1963107389,worry,im home recovering major liver surgery alot pain
1963107440,worry,need hug im moving house im majorly stressed
1963107653,sadness,screwed sat us
1963107671,surprise,omg mampms pantry calling name ive ignoring day driving completely insane many calories
1963108032,worry,take tablets could migraine
1963108201,worry,feels like dork using wrong ping group
1963108761,worry,lolz dude stop got personal homegirl twitter lol
1963108941,worry,didnt get tweet
1963108986,worry,sometimes knowledge good thing
1963109023,sadness,sun cool
1963109516,worry,im luck either nut hoping see
1963109541,sadness,feelin well feel sooooo weaki hate bein sick summer
1963109894,worry,im russia today im cracking economics tommorow im retaking aswell
1963110280,sadness,hours left teenager ill sleepin hours depressing
1963110345,neutral,thinks needs followers still warm going cinema later c night museum
1963110353,happiness,looking like magic
1963110503,surprise,omg poor eppy hope ok scary wow cant believe one noticed
1963110716,hate,hate alarm doesnt go
1963110874,happiness,think niece got sickee lame
1963110902,worry,hahaha omg got hrs sleep
1963111788,neutral,since ive bogged exams eugh least theres left britains got talent
1963111967,worry,man really sorry
1963112024,worry,everything finacially dont
1963112495,neutral,going work nightshift
1963112536,neutral,brought john tucker must die first copy recked watch
1963112566,hate,finished playing mahjong lost mag weisheng
1963113263,sadness,wanted go basshunter concert tonight wanted
1963113282,fun,awlll mann meet summa something
1963113507,boredom,eastenders always grim
1963113599,worry,burnt hand cooker hurts
1963113835,neutral,voting closed
1963114028,worry,every part body aches im tryin hard throw
1963114170,neutral,dont know world thing works
1963114515,neutral,
1963114675,neutral,tiika phone iis fuckiing shiit aiint cool
1963114800,worry,vote im website cant find vote
1963114861,worry,cant find original blipfm ex models version much
1963115191,happiness,happyskool let today last day yippee rip jackson tyler morris always loved never forgotten
1963115667,worry,oh wish chick filas im definently jealous
1963116080,neutral,cant get chat thing work
1963116489,worry,think niece got sickee lame
1963124747,worry,told dan say anything anymore im super sad
1963124804,worry,cloudy today
1963125076,neutral,freakin hot humid today
1963125140,sadness,miss boo
1963125259,sadness,bragging kitten cuteness cat never came home wanna throw
1963125468,neutral,ugh got work think im dang taxi ppl cant say well fault
1963125621,neutral,lunch club meeting effin bored
1963125836,sadness,really wanted job
1963125839,sadness,ugg want go kaylen house cant finna bored weekend uuurgg wanna spend da nite go see go shopping
1963125856,worry,haha lake show prob win learned lesson pats
1963126145,happiness,eating wich yumm dont think ive since season ended
1963126149,hate,weather gross outside puts bad mood
1963126151,worry,cannot tweet eyes still dilated morning eye exam verge bifocals
1963126316,worry,need get computer fixed
1963126346,worry,prob sold wanted see bday lol
1963126448,sadness,wish could talking minutes
1963126554,sadness,sad day beer drinking movie goers speakeasy theaters
1963126649,anger,wow im really bored pissed left library card take booky wook back
1963126773,sadness,good mood mamas away sis cant talk either boy cant see weekend planned
1963127220,worry,really really really hopes jordyn okay
1963127261,sadness,man fucked test playing cod days till summer
1963127269,relief,guys actually rock arent going europe jb
1963127286,worry,sorry
1963127454,sadness,stuck long ass traffic motorwayim gonna get home pm im tired
1963127479,worry,toooo much outside killen eyes
1963127512,neutral,time
1963127585,neutral,
1963127832,neutral,turn near perfect mini break
1963127950,worry,poor laptop got quotrogue malwarequot visitor amp isnt working properly big bummer
1963128023,relief,cold pals
1963128168,sadness,beautiful night im stuck inside feelin ill instead crazzzzzzzy ass party
1963128536,worry,think ive never tired entire life gotta go ive got homework
1963128630,worry,headache right really need get better
1963128652,neutral,wish would say unfollowed
1963128792,enthusiasm,book head write weekend maybe hi ho hi ho work go
1963128883,sadness,missed twitpic
1963128905,neutral,gut says replace appliances instead repair want smart try repair replace right choice
1963129102,sadness,watching quot weeks laterquot good days
1963129149,love,highnesscrystalmariedontluvspiteanymore
1963129325,hate,want soo bad hate missing gumbo shoot tommorrow gumbo
1963129718,neutral,oh dear u serious one prevent bites im itchy distracting editing sigh
1963129919,happiness,trip stockholm got cancelled make im planning shopping tomorrow nothing makes girl happy like shopping
1963130495,worry,done internship
1963130832,sadness,cant die lunch date rocio coming plus new shoes ugh
1963130958,sadness,good day sigh
1963131227,hate,mad hell someone stole pink amp black leapord print pumps wanted wear today god glory hell bless abundantly
1963131303,neutral,hair wont turn whiiite
1963131386,relief,digging soul jazz collection attempt cheer think working little
1963131435,worry,yea im gonna need put blunt
1963131643,surprise,know money pedicures
1963131945,worry,work ill watch later even though
1963131946,sadness,tummy hurts
1963132456,neutral,new look sold thres nice one george topshopalso sold xx
1963132479,worry,babysitting little kids cant believe year
1963132524,hate,work depressing hell want someone fukin come holiday august
1963133317,relief,yep tail legs
1963133609,happiness,except im site near airport dixon lil starbucks gps head hehe
1963133694,fun,agree tw cat watching full housse sabrina teenage witch sister sister reruns
1963133710,sadness,missin ia guys really
1963133822,worry,bah tea toast stomach happy tea yummy though
1963134264,sadness,im going work married wud never see
1963134629,worry,well aunts dog died understand devastated ill probably head soon support
1963134899,worry,way dentist
1963134925,sadness,gah im jittery upset absolutely reason
1963135019,worry,whats follow friday lol
1963135116,worry,song soooooo hot want go might wrk think mgr pissed worked last night
1963135154,sadness,rest peace marshall
1963135231,worry,need buy iphone good app works wifi though
1963135610,sadness,forgot put something essential day
1963135667,love,get go home go work
1963135938,neutral,track amp fiel proably canceled
1963136218,sadness,writing yearbooks make wanna cry
1963136237,sadness,heeders monday well absolutely plans weekend
1963136453,happiness,wanna see jb movie experience wanna quottouchquot joe hehehe
1963136740,worry,storm seems coming way
1963137010,love,thanks man sorted ever remember
1963137092,fun,miapjbeastiesthieveryvoltabatlashesbandofhorses enjoy lineup bad san fran
1963137520,worry,cold ive lost wallet
1963137579,sadness,darn think journey like really
1963142945,worry,keeps makingfun typos
1963143378,sadness,oh im sorry hope youre back bike soon
1963143902,sadness,locked house shit thank god theres internet
1963144260,love,isnt like episodes though sad
1963144370,sadness,cant toy story come june
1963144428,empty,typical google docs oh well open pages
1963144573,neutral,oiiiiiii back london happened reunion
1963144768,hate,wants loan money anyone damn economy kicks
1963145241,happiness,realized tonights drake
1963145630,love,yeah feel sad tho
1963145708,sadness,damn sorry hear tina
1963145860,worry,urm ouch sucks need crutches happened hope getfeel better soonest
1963145873,worry,thats pretty bad quality probably worst pic u posted till date
1963146222,worry,aww psn
1963146887,sadness,assfuck quotim sorryquot roll okay gave im sucker
1963146987,sadness,thingsmummysaid result broken condom
1963147217,happiness,amazing brand new pari neb broke go figure weekend looks like wont getting another one next week sigh
1963147265,worry,thats fair cant vote says voting closed vote everyday could vote like xs
1963147420,worry,unhappy news planned experimental iter fusion reactor become much delayed
1963147541,worry,didnt take long fragment bone heal major bone reabsorbed body may need fix future
1963147640,sadness,oh lucky u need send mines away get fixed
1963148016,worry,like feet ashton kutchers movie set amp trailers nowhere sight
1963148051,sadness,phone stubborn youd think genes something
1963148506,neutral,feel lazy watching people work roof kat woman
1963148937,relief,wow trip tampa come end
1963149512,neutral,move anywhere long freaking dishwasher despise dishes
1963150188,worry,good morning world feel really sick
1963150276,neutral,big booming thunder storm almost maybe go home early ah probably
1963150985,worry,umm school subway w mom nothing planss ruined
1963151176,relief,think today possible play kol
1963151363,worry,know feel head getting stuffier stuffier fun
1963151646,worry,didnt close im pretty sure ill crying school year though weill crying
1963151769,sadness,im giving sis show crib sunday shes incredible jewelry designer youll gone
1963152056,sadness,watched movie beautiful sad time
1963152382,hate,phone disconnects internet right middle uber also first tweet inside steam
1963152487,sadness,also toy story teaser carmike said would toy story movie theater fail
1963152521,empty,thanks tip otherinbox wont work outlook
1963152597,sadness,porter making sad panda
1963153005,neutral,grass mowed haz playtime says errands run
1963153462,sadness,whopee tgif fun job
1963153505,happiness,get new one nxt wk
1963153542,worry,something different text around theres difference whatsoever
1963153806,surprise,stopped drugs
1963153836,sadness,im work starving
1963153910,sadness,aaaaaaaahhhhhhhh hate internet people learn quotnative widgets always bestquot
1963154076,worry,totally forgot phone home morning
1963154315,sadness,man two clock hrs till work
1963154423,sadness,show lunch eating solo noodles
1963154750,empty,fairly upset fact twitterbgt session commence without sam
1963155007,sadness,demi pretty youre bangs everything look grown picture liked bangs
1963155252,neutral,trying work
1963155314,surprise,buchers class cried
1963155331,hate,happy b school people piss sometimes
1963155342,sadness,hi anybody else problems karma site working
1963155739,sadness,wish schoolbut sadly still like another month left
1963155900,sadness,cool im tempted see feel sorry jb though hardly people
1963156361,worry,hard time talking new people pretty sure didnt make good impression
1963156635,boredom,every gas station look postcards luck
1963156971,worry,hungry twitter want food lt
1963157158,neutral,im backkkk hungry hell havent ate today
1963157199,sadness,sucks
1963157363,hate,ugh nothing valley seriously gotta move
1963157381,neutral,ive totally got donation link gonna double donation week x
1963157764,worry,looks like nap wait im still waiting poor guy
1963157926,sadness,happy sad may soul rest peace
1963158062,neutral,oh yeah laptop fixed shame internet still shit slow
1963158199,sadness,think mowing lawn allowed done teenagers sucks well mow
1963158341,happiness,hi im glad fun tennis im go see dr dorfman last visit though
1963158441,worry,thanks job pays bills nothing new except sec traileri keep looking nothing else
1963158666,sadness,consider lucky hasnt rained ages depressing
1963158702,sadness,think shopping solves worlds problems didnt leave atlanta tomorrow
1963158815,worry,help computer virus place etsy shop vacation mode sort dont know
1963159021,sadness,spend lunch murderin hits
1963159436,neutral,twitter tends us
1963159500,sadness,familiarsorry youre feeling way
1963159611,worry,shots espresso aaaaandnothin
1963159735,sadness,wish could go see ya warped sure tho
1963160439,sadness,feeling really dizzy soo good
1963165023,worry,commentary sad sad
1963166187,empty,work work work
1963166195,sadness,portugal derbyshire least sun shining lawn looks like percy thrower gardnerinresidence weekend jobs
1963166251,worry,ive using sennheiser cx earbuds months love dont know theyre available mu though
1963167091,hate,hating gcse geography
1963167141,neutral,kid stronger
1963167891,worry,arthritis really poor would painful cant old many squats u
1963168148,worry,going game tonight much excitement today im feeling left plans
1963168411,hate,ooo goddddd vodafone trouble network
1963168592,hate,started xslimmer eight morning still going hate always wants friggin password
1963169126,sadness,japanese exchange student cutest thing ive ever seen seriously haha want put pocketampkeep
1963169724,worry,hospital uncle surgury heart attack
1963169728,relief,last real seventh hour
1963169992,sadness,
1963169994,worry,going ive forgotten
1963170340,neutral,practicing pianoima wash whip laterits muggt
1963170392,neutral,deck perfect weather today feeling good tho
1963170535,neutral,stop itt
1963170891,neutral,sugar free gone stead grand good grand bit cheesy
1963171080,worry,serious problems concentrating press release afternooni sleepy eyes right
1963171083,sadness,rain finally arriving drat guess means well picnic living room instead wolftrap tonite
1963171139,sadness,ii dont either
1963171333,worry,parking meter computed plus got jipped free minute button didnt work
1963172473,happiness,te vi onteeeeeeem
1963172532,worry,dreaming cuddling lady waking alone isnt fun
1963172929,worry,knee hurting bad im limpingso get suffer work together
1963173099,worry,still dont internet home fuck
1963173221,surprise,well kris making sick panda
1963173602,happiness,know june gonna good im going se even im comes
1963173652,worry,anybody advice use printing biz cards besides overnight bad experience amp psprint biz card sep project
1963173722,neutral,cats unimpressed thunderstorm dog wishes would come home
1963173934,boredom,sitting next bed cannot lay iphone charging cable short
1963174232,sadness,lure foot massage
1963174602,sadness,made sad thought youd jumping joy
1963174920,hate,wow seems like lifetime since herenever change talktalk home phone n broadband workin ova week
1963175187,fun,tonights tv viewing bgt hignfy reggie perrin wont tweeting however minic hidden ipod
1963175434,neutral,wish could twitter book expo reception javitz horrible
1963175762,boredom,realy booooooring book side amp im studyin sure
1963175813,fun,everyones talking goodies bea wanna
1963176139,worry,need take laptop see specialist keeps going every thisk getting hot dont know
1963176186,empty,closest good two hours
1963176548,enthusiasm,im pain stood feet hrs nursing hard love gorgeous evening xxx
1963176613,hate,like ups much today
1963176779,worry,unfortunetly wish mean sometimes like twice yr theyll party always
1963177066,sadness,getting hair donemissing
1963177080,boredom,need enthu movie guys right
1963177533,surprise,nooooo im gonna beat unless someone important thinks new name
1963177811,sadness,dios acaban de tocar pains pure heart en el primavera sound life fair
1963177923,worry,wish wish eat thatburger
1963178055,worry,im work super slow baby far away around crappy day
1963178626,surprise,awww omg garbo fake playing one songs haha
1963178828,neutral,broken wordpress mu powered blog site ok admin screwed
1963179332,sadness,someone doesnt feel good
1963179363,love,hey brian littrell doesnt really like kinda pages rigth kisses loev guys
1963179685,worry,tried nokias ovi music store quotnokia music currently support mozilla firefox mac os x browser operating systemquot
1963179761,neutral,ill back home monday
1963180116,worry,may come something almost tissues good season
1963180218,sadness,aaron playing gig life aquatic party outside austin think well mis tt bday party sadly
1963180377,sadness,aaahhhh poor chops pig
1963181006,neutral,ok im really far yet nd part wish earlier though like mid day could involved
1963181103,neutral,hahha dont drugs though
1963181218,surprise,yeahshe passed last week sad
1963187463,neutral,ah knowing microsoft could probby would want charge way much extra
1963187685,worry,absolutley gutted ill sunny outside b shit loads revision c exam tuesday
1963187695,worry,hear weve missed many films due insufficient fundage watchmen dark knight star trek
1963187776,worry,hate exam time want life back also want ability revise back ever ability
1963187865,neutral,thingsmummysaidrollercoasters multistorey car parks without walls
1963188363,worry,im bummedyoure gonna minutes sunday amp cant come hear ya
1963189021,boredom,dont know time going fast
1963189633,worry,serious pain
1963189816,worry,doesnt want go work
1963189857,sadness,want go im tierd
1963190126,sadness,alone im gutted missed convention
1963190470,worry,laying alone since mooks soo comfy fn play pen thought ill first dont one cuddle
1963190504,worry,doesnt look good go burn lampions
1963190684,sadness,stupid freshmen ruined theatre class dont get play warmup games rest school year
1963190849,neutral,ok sweet whenever u want stuck bed weekend
1963191016,sadness,lo siento dint enough room
1963192276,worry,man weird moms cooking giving much nutrition also much unladylike gas
1963192411,neutral,
1963192412,sadness,work work kind orc
1963192459,neutral,yeah realise organiser dun let performing artistdjs drink stage tight malaysian laws n rules
1963193309,neutral,ohhhh reminds know one send toothpaste
1963193678,neutral,roommate officially started packing
1963193889,fun,know finally got component cables ps day instead playing pfes played oot
1963194001,love,oh doesnt sound good better get checked
1963194151,neutral,happy friday u know get copy bt art u mels fake twitter im n cant find thx
1963194328,sadness,im bad day
1963194409,hate,im trying put pic wont work
1963194548,surprise,hugged hater day told nobitchassnessfriday im trouble cursing mgr
1963194568,sadness,damn call
1963194770,surprise,meeting time im trying win something prizes friday
1963194793,neutral,totally forgot dgree show et al ensconced home wine ready bed
1963195424,neutral,talkin da phone typin da time
1963195429,worry,nooooooooanother headachehopefully migraine
1963195651,worry,french trois nobody sitting next feel little lonely
1963195774,relief,packing cleaning getting shit done last day apartment time tomorrow shit storage
1963196390,neutral,oh il probs wt every yaer watch first one watch last couple weeks lol
1963197030,worry,feeling pain accidente feeling good
1963197290,sadness,got text guy dont like name guy disapointing
1963197519,worry,placed order hoh people taking forever process cant wait start selling xo
1963197586,worry,tried use spinelli turn gh didnt really work
1963197827,neutral,cant even think anything smells like alochol lol
1963197842,sadness,tomorrow roomies gone
1963197844,worry,omg searching still cant find looking
1963198399,surprise,crap dont work saturday amp suppose hang friend amp watch still hang jonas
1963198495,sadness,changed car tires cost bomb
1963199049,neutral,cheapest copy purushas divine androgyne amazon
1963199119,worry,wish going st girls tomorrow
1963199443,surprise,hot weather lose clean cleaning heat sucks balls
1963199618,love,got thanks mean really rude
1963199699,neutral,cant vote stopped voting
1963199906,neutral,get baileys tongue clipped
1963200007,surprise,ran hair first spiderweb full baby spidersi almost set hair fire get rid almost
1963200151,worry,believe man died car wreck today right road happened still car
1963200194,happiness,lol yes took awhile get accustomed back apple v x c btw apple amp still home end
1963200309,sadness,wanna see mama hasnt called back yet mamamama
1963200388,worry,quot email miley want write cant
1963200540,neutral,probly head gay huh reg tix block bella terra encourage bootlegs
1963200788,sadness,done cleaning taking breakomg back hurts
1963200944,sadness,wanted take photo storm misplaced camera
1963201018,worry,tried billion times get say
1963201413,happiness,hanging around house thank god friday nina amp later working global project
1963201421,worry,migranes suckespecially kids suddenly hyper
1963201459,enthusiasm,work agh really need go days go add schedule
1963201567,worry,home alone cat isnt even
1963201904,worry,interview today
1963202301,happiness,rain rain rain go away come back next week im gone via raining lie crazy keys
1963202849,worry,broke ipod
1963202918,sadness,saying good bye ronald today difficult sad well miss yuu
1963202995,neutral,walking inch heels ended half size big leg thats still pulled musclesnot good lookmy ass hurts day
1963209527,worry,bored one line talk
1963209654,fun,email kidding wait filling form seriously
1963210084,worry,want go music tonight lost voice
1963210177,hate,didnt even send nice bid twpp
1963211219,sadness,ive realised wont able talk crazy cats sunday sad
1963211278,sadness,sitting wondering amp wishing bunch stuff never
1963211575,neutral,tom mito tour dvds still made cos seem stealing really want copy
1963211668,sadness,wish yallunfortunately wont able make itgotta work nd gig today
1963211690,happiness,yeh knew wot meantkinda lol seems alot radio bods hereive lost count
1963211705,neutral,working weekend looks like
1963212213,worry,sicky sicky sucks lovely day
1963212449,worry,broke christian bale played batman
1963212529,neutral,salad krogers hungry
1963213044,sadness,yd drive within feet green nd time playing hole doesnt count though bcit golf
1963213138,sadness,local pet store get shut last something like thatits horrible animals go
1963213173,neutral,heat makes hard revise
1963213499,worry,credit cards fun maxed
1963213660,fun,sunniest day ages im bed
1963213913,worry,stupid ipod taking forever load
1963214275,hate,hate tomtom city traffic sucks
1963214347,happiness,haha fail remember sohcahtoa xd
1963214512,happiness,wanna see upppppp
1963215010,relief,finally school today sit library long time
1963215074,sadness,im really sorry know wallah u feel life shittttttttt
1963215140,sadness,lunch forrest baron fpu dead
1963215426,sadness,onethalia fat joewtf terriim getn ne funnies today
1963215509,worry,bought leica charger arrived doa called leica got transferred around left vm atleast rf isnt misaligned
1963215736,neutral,read meant toys though
1963216187,happiness,aww hope uve hada good day xxxxx
1963216294,neutral,write back
1963216506,neutral,love fresh garden veggiesespecially tomatoes tiny apartment nonsunny patio
1963216523,worry,brad paisleyalison krauss whiskey lullabyso sad awesome
1963216629,sadness,yeah didnt last long
1963216854,sadness,fieldnotes ordered th still havent arrived weeks still books
1963216981,surprise,preorder
1963217063,worry,grrrr youtube wont let watch chat
1963217366,neutral,boyfriend
1963217678,worry,went bought bigest redbull could find going long day office
1963217693,hate,egh blah boooooooooooo dunno wanna go work hangovers suckkkkkk im drunk mess
1963217828,neutral,didnt give followfriday advice like told
1963217907,happiness,white wine reminds vinegar
1963218081,sadness,hehe hate colds totaly annoying
1963218200,relief,getting oil change apparently mice eating birdseed garage also eating air filter
1963218268,sadness,work really sucked past days amp meeting mon got rescheduled thats plain evili need new job
1963218298,hate,case ipod touch literally falling apart junk
1963218479,sadness,sad face moment day
1963218696,empty,ooh im hungry dont wanna get outta bed
1963219248,worry,everything okay
1963219839,sadness,sitting almost empty dorm waiting jordan come take last things say good bye graduates tomorrow
1963219948,worry,got headache
1963220140,worry,lookin spreadsheets long eyes crossing
1963220792,neutral,newark
1963220900,hate,bit tired blame rain
1963221266,sadness,ooohi wish couldve gone today know zach looking forward
1963221407,neutral,ugh
1963221843,neutral,yeah except spurs arent champs like usually
1963221970,relief,feeling eyes burnedfried hours attached screen uploading new summer clothing store
1963223028,worry,one day left ramona miss cast soo much
1963223317,worry,manics gig toasting speedy recovery sorry cant
1963223882,sadness,cant gravity wont let
1963224445,worry,havin bad weed first wisdom teeth ran weed might getting sick weed
1963224603,worry,sorry friends im swamped deadlines right family visiting boot charades
1963224895,sadness,missed mine fun
1963224900,sadness,badbut get bad news afternoon got stopped police brake lights fine
1963224903,relief,ill teleport straight
1963225083,sadness,relaxing day park sun back work tomorrow
1963225790,sadness,oh careful road
1963226494,worry,frustrated found sitter isnt avail tonight tkd test guess good thing im married instructor
1963226515,happiness,ive knack iphone got melted chocolate speaker cant hear rings
1963226964,sadness,friends son got visit daddy yrs denied cuz daddy lost job amp could pay ton support kids want parents
1963227108,worry,im looking forward crazy commute come everything thats going
1963227233,worry,got dailybooth sure confusing
1963228221,neutral,went th floor building bc hydros open house thingamabobber love office cozier nd floor
1963228334,worry,want love
1963228342,sadness,triste
1963228384,neutral,youre going
1963228497,worry,didnt say leaving yesterday wont see house anymore get back tear tear
1963228517,neutral,done wow blogging eh huggles
1963228567,happiness,haha want another bagel blueberry cream cheese left bagel
1963228651,worry,friday work weekend
1963228987,love,haaaayley saw pictures tour youre pretty wanted see u guys
1963229027,worry,im going zydrate anatomy stuck head rest life makes miss chelsea always liked graverobber
1963229336,enthusiasm,birthday weekend cant find ex hid dane cook tickets tomorrow wtf thats wanted birthday
1963229372,worry,graduating high school tonight im kind sad
1963229402,sadness,theres one cherry dr pepper left fridgethank god im addicted stuff sad things skin
1963229935,sadness,im super sick w fever
1963230221,relief,kinda may chickened
1963230376,worry,another friend knocked pretty soon everyone kids goodbye carefree youth
1963230542,neutral,got yelled helping cats neighbor
1963230761,relief,im fine bit tired im glad weekend
1963231084,sadness,hey aww man didnt ignore dont mobile web txt see unless im gt
1963231447,surprise,hit christian head metal bat haha socked eye haha miss reckless little kid
1963231462,sadness,hungry food steal
1963231487,worry,nice lifelock suit brought experian basically reduce processing costs caused ppl dont want id theft
1963232158,empty,know especially since summer boring tv time begin
1963232215,neutral,leaving cali wanna stay longer tt
1963232555,worry,sick wifes bday double
1963232683,neutral,ima cry tht mean
1963232952,love,meanie one time go lux wont
1963233323,happiness,aarg looks like go home vegas weekend much maker faire
1963233394,surprise,noooo summer wont see charming little face summer
1963233637,sadness,ughhhhhhhh dont feel good
1963233648,surprise,im home yay unpacked everything got wash
1963233938,neutral,funny mention full unopened jar nesscaf cupboard milk
1963235226,neutral,packing desk
1963235253,worry,suns starting go im getting coldddd
1963235438,sadness,miss u need tae catch n
1963235455,happiness,happy google wave trending cant watch video certain flash videos blocked companys network
1963235457,empty,bbq today guess mini calippo suffice
1963235866,worry,sorry parking space realized didnt delete one sentence copyamppaste email
1963236303,worry,ugh wanna play dnd know im going fail final need study
1963237257,worry,oh good get gooseberry night katy isnt coming
1963266640,surprise,omg woke sleeping hrs arm aching hurts bad
1963266779,worry,practically whole body burns cant bend make sudden movements arms
1963267060,sadness,heart hurts
1963267415,neutral,dont link anymore
1963267632,neutral,also saw u american idol great performance see u windsor june commodores wont
1963267678,neutral,sat alone whilst jay plays phone
1963268180,happiness,oh well great see canadian math trades getting bigger though
1963268183,worry,worst kind news
1963268784,fun,stoooopit stooopit girl used bros rendition quotstop girlquot
1963269131,worry,see box type submit nothing happens ive turned pop thingy
1963269724,worry,aroundtakin easy tonight bc im still sick
1963270286,sadness,makes want cry grown men discuss characters children
1963270384,surprise,wonder thumbnail pictures arent showing tweetdeck
1963270803,worry,smh ppl twit u fridays bc u got followers theyre still banking nofakery
1963271350,neutral,oh dear
1963271404,happiness,knew use love show happy weekend
1963271422,sadness,looks like rained weekend climbing
1963271626,surprise,cant breathe well turns im crazy inflammed lungs
1963271657,worry,found husbands grandma fell stairs amp hospital several broken bonespraying hard
1963271780,happiness,laptop laptop taking sooooooooooo long load fdms myspace page
1963272155,worry,new chic texted saying quotthanks emailquot didnt answer question might need look newer chic
1963272180,neutral,ach im back tinternet go drive mate somewhere wout internet
1963272437,worry,wondering messages arent going anywhere trying learn tweet amp isnt turning hot
1963272572,neutral,stuck traffic way costa mesa
1963273129,worry,missing training tonight lurgy chest
1963273525,sadness,excited see quotupquot logans birthday weeks sad wont party bc doesnt know kids tho
1963273604,worry,dont know noticed happens sometimes
1963273840,empty,wanna see everyone wants see
1963274001,empty,cant vote im frustraded
1963274171,enthusiasm,interesting never get etown however
1963274528,worry,unfortunately stuck work cant get said prize
1963274871,fun,watching ellen love dishes tanning gorgeous
1963274957,happiness,polaroid film today hope green tea yum got appearance quotjobquot interview much cleavage
1963275395,sadness,looking food home nothing
1963275568,sadness,dont wanna go work
1963276221,sadness,always get left
1963276292,sadness,back garden times feet hurt
1963276349,worry,raining past days actually sunny today well little super cloudy
1963276628,sadness,used ozzy osbourne pillow mom threw miss thing
1963277008,hate,ate burgers jack box im sure want continue eating burgers
1963277074,sadness,thats problem earphones get dont last months matter brand price
1963277410,worry,pen blew hand theres ink everywhere walking rorschach test
1963277597,surprise,got back er cut trying cook nice lunch stiches right index finger talk ouchie
1963277683,worry,think ordered days maybe got something backorder
1963277890,neutral,misses seniors
1963278132,sadness,phone dead charger miles away ill talk august
1963278556,worry,well course envelope book need mail smallif fitwhat fun would
1963278755,surprise,oh hope get better show argentina good luck
